customer_id,age,birth_date,price,email,phone,start_date,end_date,valid_age,valid_price,valid_date,valid_customer_id,valid_email,valid_email_format,valid_phone,valid_date_order,passes_all_checks
CUST-10001,56,1969-12-12,387.3,user_1@example.com,7898725370,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10002,69,1956-04-16,115.75,user_2@example.com,8174645629,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10003,46,1979-04-05,315.22,user_3@example.com,7414093784,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10004,32,1993-08-05,51.82,user_4@example.com,7606455224,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10005,60,1965-08-10,35.32,user_5@example.com,8979351006,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10006,25,2000-01-26,270.36,user_6@example.com,9166984430,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10007,38,1987-09-22,274.91,user_7@example.com,8497943702,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10008,56,1969-03-14,322.34,user_8@example.com,9238491173,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10009,36,1989-08-09,365.78,user_9@example.com,9640055702,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10010,40,1985-06-11,488.17,user_10@example.com,9670005117,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10011,28,1997-07-01,262.99,user_11@example.com,6716509747,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10012,28,1997-05-21,168.25,user_12@example.com,9915269809,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10013,41,1984-10-14,399.64,user_13@example.com,7844886646,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10014,70,1955-04-22,142.71,user_14@example.com,9908953172,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10015,53,1972-07-25,225.1,user_15@example.com,6841320455,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10016,57,1968-01-22,48.44,user_16@example.com,6932150879,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10017,41,1984-07-19,22.42,user_17@example.com,7607417092,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10018,20,2005-08-15,481.7,user_18@example.com,8860852565,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10019,39,1986-05-15,419.63,user_19@example.com,8927322145,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10020,70,1955-09-21,351.03,user_20@example.com,6478452278,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10021,19,2006-09-10,210.39,user_21@example.com,8935861721,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10022,41,1984-04-25,94.91,user_22@example.com,8887044297,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10023,61,1964-05-26,86.65,user_23@example.com,7606150032,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10024,47,1978-09-03,132.62,user_24@example.com,7610692999,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10025,55,1970-04-25,279.12,user_25@example.com,8403266535,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10026,19,2006-10-11,360.15,user_26@example.com,6230511435,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10027,38,1987-06-02,333.5,user_27@example.com,8877168711,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10028,50,1975-07-18,147.17,user_28@example.com,6914011181,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10029,29,1996-11-02,477.88,user_29@example.com,9858119200,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10030,39,1986-11-17,371.57,user_30@example.com,6919803422,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10031,61,1964-11-27,281.63,user_31@example.com,9430020493,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10032,42,1983-12-27,309.74,user_32@example.com,6817137199,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10033,66,1959-03-22,215.6,user_33@example.com,6431508072,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10034,44,1981-08-25,131.39,user_34@example.com,7523370685,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10035,59,1966-07-20,184.43,user_35@example.com,9784134337,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10036,45,1980-06-21,381.34,user_36@example.com,7550773695,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10037,33,1992-08-01,17.05,user_37@example.com,7392536894,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10038,32,1993-01-11,66.88,user_38@example.com,6600100256,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10039,64,1961-06-26,32.54,user_39@example.com,6618632111,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10040,68,1957-12-18,29.96,user_40@example.com,6239094600,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10041,61,1964-05-17,429.18,user_41@example.com,6387832652,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10042,72,1953-07-17,354.79,user_42@example.com,8568622282,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10043,69,1956-04-09,242.35,user_43@example.com,9746442593,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10044,74,1951-01-20,57.94,user_44@example.com,6165244261,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10045,20,2005-06-22,250.89,user_45@example.com,7854517635,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10046,54,1971-12-08,242.0,user_46@example.com,7908194066,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10047,68,1957-01-07,94.87,user_47@example.com,7750153441,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10048,24,2001-01-13,222.59,user_48@example.com,7649288332,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10049,38,1987-07-19,205.27,user_49@example.com,6388603414,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10050,26,1999-11-24,311.77,user_50@example.com,8610674284,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10051,56,1969-03-17,321.2,user_51@example.com,8639758208,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10052,35,1990-08-19,32.2,user_52@example.com,9301302013,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10053,21,2004-02-01,193.56,user_53@example.com,7740270790,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10054,42,1983-03-15,316.67,user_54@example.com,6436644820,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10055,31,1994-02-02,256.54,user_55@example.com,8659242304,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10056,67,1958-06-17,429.68,user_56@example.com,9571724025,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10057,26,1999-02-06,332.76,user_57@example.com,8372468110,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10058,43,1982-03-04,89.84,user_58@example.com,6660148370,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10059,70,1955-01-08,44.58,user_59@example.com,9308304732,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10060,19,2006-07-07,324.79,user_60@example.com,6514401952,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10061,37,1988-03-10,22.99,user_61@example.com,6296223711,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10062,45,1980-10-19,297.03,user_62@example.com,6935025186,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10063,64,1961-02-01,470.71,user_63@example.com,9162994533,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10064,24,2001-07-23,291.98,user_64@example.com,7473927178,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10065,61,1964-12-18,200.2,user_65@example.com,8823463111,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10066,25,2000-07-08,325.21,user_66@example.com,7712359117,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10067,64,1961-01-25,234.54,user_67@example.com,7140133569,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10068,52,1973-07-03,277.35,user_68@example.com,7101912584,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10069,31,1994-08-23,471.32,user_69@example.com,8281950548,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10070,34,1991-11-08,199.19,user_70@example.com,7965343815,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10071,53,1972-06-25,480.98,user_71@example.com,9517330625,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10072,67,1958-05-03,453.62,user_72@example.com,7805390491,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10073,57,1968-03-01,105.94,user_73@example.com,6373874140,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10074,21,2004-12-15,43.99,user_74@example.com,7567800728,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10075,19,2006-08-02,59.38,user_75@example.com,9739915140,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10076,23,2002-03-24,18.93,user_76@example.com,7214348335,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10077,71,1954-08-14,56.28,user_77@example.com,6244321835,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10078,59,1966-11-16,344.67,user_78@example.com,9563448846,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10079,21,2004-04-20,44.88,user_79@example.com,8163923119,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10080,71,1954-05-22,166.3,user_80@example.com,8370521669,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10081,46,1979-05-14,423.99,user_81@example.com,7982717562,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10082,35,1990-07-16,21.4,user_82@example.com,8178308332,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10083,43,1982-02-07,409.09,user_83@example.com,6940860054,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
